County,State,Infant_Mortality,Suicide,Injury,Total_Births,Total_Deaths
Autauga,AL,5.9,16.6,23,3048,1867
Baldwin,AL,7.1,14.3,30.1,5471,4388
Barbour,AL,7.1,10.3,29.6,1835,1538
Bibb,AL,9.8,14.8,30,2801,2012
Blount,AL,9,14.4,24.4,3318,2453
Bullock,AL,13.3,-1111.1,34.2,1604,1381
Butler,AL,5.8,11.9,30.5,2874,2857
Calhoun,AL,9.5,13.6,27.4,4429,3915
Chambers,AL,7.5,12.8,26.8,2271,2424
Cherokee,AL,7.4,17.7,27,2659,2609
Chilton,AL,10.5,13.3,32.8,2671,2065
Choctaw,AL,10.8,9.4,19.1,2152,1742
Clarke,AL,7.1,8.9,22.4,1984,1444
Clay,AL,10.2,11.2,31.9,1748,1706
Cleburne,AL,7,30.1,26.1,1706,1540
Coffee,AL,2.9,13.1,19.2,2762,2210
Colbert,AL,8.2,15.1,27.4,3166,3087
Conecuh,AL,14.4,13.2,29.8,1872,1832
Coosa,AL,13.9,-1111.1,21.7,1273,1174
Covington,AL,6.2,10.7,24.4,2247,2499
Crenshaw,AL,11.4,11.2,28.9,1745,1825
Cullman,AL,6.9,9.1,24.6,4897,4405
Dale,AL,7.9,10.8,24,3789,2259
Dallas,AL,9.6,8.4,28.1,3767,2752
DeKalb,AL,7.7,10.9,26.7,4665,3326
Elmore,AL,7.6,8.5,26.3,4707,2823
Escambia,AL,12.3,11,25.2,2519,2151
Etowah,AL,8.7,15.7,24.6,3810,4020
Fayette,AL,7.3,12,25.7,2145,2224
Franklin,AL,11.5,13.8,30.9,2169,1902
Geneva,AL,7.1,13.3,25.5,3007,3080
Greene,AL,10.2,15,25.9,1568,1193
Hale,AL,13.8,7,24.7,2568,1960
Henry,AL,7.6,8.9,15.8,2070,1898
Houston,AL,8,7.6,19.1,6497,4329
Jackson,AL,6.4,12.5,27.6,3279,2871
Jefferson,AL,11.3,11.3,28.8,27118,21937
Lamar,AL,15.6,13.7,29.8,1870,1985
Lauderdale,AL,5.4,12.6,22.2,4995,4541
Lawrence,AL,5.3,10.9,27,2080,1740
Lee,AL,8.3,9.9,17.8,7131,3852
Limestone,AL,7.3,13.4,20.4,4244,2826
Lowndes,AL,12.6,8.2,25.6,2108,1364
Macon,AL,13,11.7,31.6,3113,2801
Madison,AL,9.1,10.6,20.4,10693,6626
Marengo,AL,12.2,4.8,32.1,3318,2600
Marion,AL,8.8,13.4,40.5,1825,1887
Marshall,AL,7.9,15.7,26.8,6319,4669
Mobile,AL,10,10.9,26.9,17569,11805
Monroe,AL,7.8,12.6,22,3601,2481
Montgomery,AL,9.5,10.2,19.4,9959,6207
Morgan,AL,5.2,15.5,22.5,4421,3171
Perry,AL,10.2,-1111.1,32.7,2003,1595
Pickens,AL,8.2,9.9,19.8,2850,2556
Pike,AL,9.1,11.9,18.8,2078,1603
Randolph,AL,9,17.3,31.4,2873,2612
Russell,AL,12.9,12.3,18.8,3406,2837
"St. Clair",AL,9.3,13.3,24,4196,3134
Shelby,AL,6.4,8.1,24.9,7311,2886
Sumter,AL,14.4,9.9,33.3,2175,1666
Talladega,AL,10,9.6,26.6,5411,4456
Tallapoosa,AL,7.9,15.1,26.6,2521,2715
Tuscaloosa,AL,12.9,11.9,25,6587,4532
Walker,AL,12.1,17.8,32.4,4542,4687
Washington,AL,9.8,10.2,23.1,2429,1684
Wilcox,AL,11.3,-1111.1,22.2,2258,1609
Winston,AL,7.3,13.7,31.3,2873,2786
"Aleutians East",AK,,-1111.1,-1111.1,222,73
"Aleutians West",AK,,-1111.1,97.1,418,139
Anchorage,AK,5.9,15.8,31.7,12633,3631
Bethel,AK,12.9,34.3,98.7,4132,816
"Bristol Bay",AK,,-1111.1,-1111.1,186,50
Denali,AK,,-1111.1,-1111.1,26,6
Dillingham,AK,11.4,21.8,98.9,1003,251
"Fairbanks North Star",AK,6.9,14.7,35.5,7530,1667
Haines,AK,,-1111.1,49.9,198,143
Juneau,AK,6.9,9.5,26.7,2029,678
"Kenai Peninsula",AK,6.6,25.2,41,3178,1423
"Ketchikan Gateway",AK,6.4,16.4,46.5,1960,900
"Kodiak Island",AK,6.9,10.1,50.6,2449,496
"Lake and Peninsula",AK,,-1111.1,182.1,292,139
Matanuska-Susitna,AK,5.4,19.4,38.5,4111,1492
Nome,AK,11.2,63.8,95.5,2067,599
"North Slope",AK,9.5,35.7,66.7,1487,333
"Northwest Arctic",AK,11,67.4,78,1631,394
"Prince of Wales-Outer Ketchikan",AK,9.4,15.9,45.3,849,251
Sitka,AK,6.6,16.7,44.8,1205,483
Skagway-Hoonah-Angoon,AK,,-1111.1,50.7,285,161
"Southeast Fairbanks",AK,5.8,33.1,42,980,322
Valdez-Cordova,AK,5,13.1,58.4,1315,480
"Wade Hampton",AK,10.3,66.5,74.1,2158,358
Wrangell-Petersburg,AK,4.1,18,71,826,451
Yakutat,AK,,-1111.1,-1111.1,87,44
Yukon-Koyukuk,AK,6.5,91.3,118.8,1211,544
Apache,AZ,8.1,22.2,45.3,6317,2384
Cochise,AZ,9.2,18.3,29.9,5121,3325
Coconino,AZ,5.6,19.2,32.5,9383,2809
Gila,AZ,8.9,21.7,39.2,3389,3150
Graham,AZ,6.5,13.9,24.1,2301,1323
Greenlee,AZ,6,19.9,14.2,1314,601
"La Paz",AZ,12,23,44.2,2045,1954
Maricopa,AZ,6.4,14,26.2,171452,70409
Mohave,AZ,6.4,26.2,33.4,6386,6444
Navajo,AZ,8,26.2,47.9,8411,3558
Pima,AZ,7,16.2,33,37459,23024
Pinal,AZ,7.6,17.8,27.3,8189,4925
"Santa Cruz",AZ,4.4,10.3,13.1,3867,1061
Yavapai,AZ,6,22.7,30.5,5523,6164
Yuma,AZ,6.8,7.7,21.9,9305,3345
Arkansas,AR,6.2,14.2,23.9,2703,2770
Ashley,AR,10.3,13.5,22.9,3264,2809
Baxter,AR,7.1,24.5,22.4,1681,3173
Benton,AR,6,13.2,17.3,7711,3902
Boone,AR,6.8,13.8,18.7,2061,1937
Bradley,AR,6.6,8.9,34.3,1513,1778
Calhoun,AR,17.1,-1111.1,24.9,582,710
Carroll,AR,7.7,14.6,23.1,3253,2396
Chicot,AR,8.4,9.8,29.7,1978,1878
Clark,AR,6.5,10,26.5,2761,2577
Clay,AR,9,13.1,29.4,1980,2596
Cleburne,AR,4.9,16.7,23,2257,2881
Cleveland,AR,2.1,12.6,21.5,1044,883
Columbia,AR,9.9,9,22.6,1513,1579
Conway,AR,8.3,14.7,20,2515,2325
Craighead,AR,9.4,12.2,22.4,5956,3909
Crawford,AR,8.6,15,20.7,3821,2442
Crittenden,AR,12.3,12.8,27.1,4459,2605
Cross,AR,14.2,16.4,29.2,2664,2220
Dallas,AR,11.9,-1111.1,26.5,1105,1351
Desha,AR,10.2,12,20.5,2413,1806
Drew,AR,7.6,13.3,24,2485,1923
Faulkner,AR,7.2,9.6,17,6281,3109
Franklin,AR,6.9,13.1,25.6,2221,1981
Fulton,AR,7.6,13.7,24.2,1170,1439
Garland,AR,6.9,19.3,28.8,5219,6359
Grant,AR,9.5,17.7,23.4,1872,1504
Greene,AR,10.5,19.4,23.2,2664,2021
Hempstead,AR,8.2,14,24.3,3365,2644
"Hot Spring",AR,5.5,13.8,26.4,1818,1640
Howard,AR,5.4,12,17.9,2016,1779
Independence,AR,7.3,17.7,26.3,2205,1926
Izard,AR,10.2,12.3,27,1314,1988
Jackson,AR,9.1,14.6,26.8,2200,2527
Jefferson,AR,10.3,9.1,21.4,6103,4498
Johnson,AR,6.3,17,26.4,3104,2395
Lafayette,AR,10.4,15.6,22.7,1095,1138
Lawrence,AR,9.5,14.9,21,2251,2433
Lee,AR,16.2,12,25.6,1582,1461
Lincoln,AR,10.1,6.8,17.7,1555,1283
"Little River",AR,7.9,21.1,23.5,1688,1532
Logan,AR,4.2,13.9,18.5,2874,2634
Lonoke,AR,7.7,11.4,20.5,3649,2289
Madison,AR,13,19.1,30.3,1712,1448
Marion,AR,8.1,22,22.3,1359,1763
Miller,AR,8,15.1,13.1,2889,1873
Mississippi,AR,10.5,12.5,27.3,4281,2949
Monroe,AR,9.6,14.6,23.5,1409,1437
Montgomery,AR,5.9,24.4,32.7,929,1081
Nevada,AR,9.5,10.3,22.7,1266,1323
Newton,AR,4.9,16.6,20.2,903,824
Ouachita,AR,10.8,6.7,27.2,1755,1951
Perry,AR,8.1,25.6,25.2,1210,1134
Phillips,AR,10.4,-1111.1,33.8,2297,1664
Pike,AR,12.7,-1111.1,24,1397,1349
Poinsett,AR,10.4,16,32.8,3511,3124
Polk,AR,9.6,15.6,21.5,2746,2523
Pope,AR,5.8,10.7,26,3651,2531
Prairie,AR,10,12.9,23.4,1124,1190
Pulaski,AR,9.8,12.5,19.7,17023,9941
Randolph,AR,9.1,16.8,21.4,2054,2087
"St. Francis",AR,9.7,13.5,19.7,2273,1697
Saline,AR,7.1,13.8,17.2,4790,3644
Scott,AR,7.9,22.5,23.4,1396,1254
Searcy,AR,10.7,16.8,20.5,827,1118
Sebastian,AR,8.7,14.9,19.5,5489,3365
Sevier,AR,7.1,19.7,20.5,2595,1673
Sharp,AR,8.6,15.4,27,1661,2498
Stone,AR,6.5,11.5,22.6,1186,1375
Union,AR,8.2,14.7,23.6,2942,2903
"Van Buren",AR,9.4,22.9,17.2,1617,2184
Washington,AR,5.7,12.6,20.3,8410,3625
White,AR,8.2,15.1,16.8,4499,3533
Woodruff,AR,9.2,10.7,24.4,1092,1306
Yell,AR,5.5,12.3,19.5,3044,2360
Alameda,CA,4.8,7.6,16.3,65423,29143
Alpine,CA,,-1111.1,-1111.1,127,85
Amador,CA,3.9,17.6,18.8,1288,1904
Butte,CA,6.2,14.8,27.9,6959,6710
Calaveras,CA,4.4,17.5,19.6,1601,1999
Colusa,CA,5.9,12.6,17.2,3237,1451
"Contra Costa",CA,4,9.4,14.6,39653,20836
"Del Norte",CA,7.5,16.2,36.4,1475,1312
"El Dorado",CA,4.8,14.3,19.6,5216,3584
Fresno,CA,6.4,8.7,20.8,44463,17288
Glenn,CA,3,20.3,21.9,2016,1195
Humboldt,CA,7.1,18.9,46,4369,3763
Imperial,CA,4.4,5.3,14.1,8203,2790
Inyo,CA,7.3,19.3,30.5,1998,2229
Kern,CA,6.2,11,24.7,36837,15524
Kings,CA,6.6,9.4,15.9,6813,2282
Lake,CA,6.5,15.5,32.1,3090,3848
Lassen,CA,7.2,15.8,23.4,1519,1031
"Los Angeles",CA,5.4,7.9,13.9,457033,181018
Madera,CA,5.9,11.7,24.5,6626,2782
Marin,CA,3.3,11.3,14.1,8467,5575
Mariposa,CA,7.2,11.7,27.4,1429,1678
Mendocino,CA,6.6,15.9,34,5337,4142
Merced,CA,6.5,8.4,20.5,12258,4432
Modoc,CA,9.6,19.3,36.3,957,1103
Mono,CA,3.9,16.3,18.9,1461,476
Monterey,CA,5.8,9.3,17.7,21271,7296
Napa,CA,3.5,7.4,17.1,4806,3847
Nevada,CA,2,16.8,25.1,3995,4640
Orange,CA,4.7,7.6,12.7,135702,51060
Placer,CA,4.1,12.8,19.7,10318,6387
Plumas,CA,5.7,19.9,20.8,1778,2185
Riverside,CA,5.8,9.8,16.1,80134,39244
Sacramento,CA,5.6,10.9,16.9,58592,28774
"San Benito",CA,3.5,6.7,15.7,4617,1351
"San Bernardino",CA,7.3,10.3,12.5,89760,35401
"San Diego",CA,4.9,10.5,14.9,133137,59354
"San Francisco",CA,3.9,11,22.6,25255,18969
"San Joaquin",CA,7.1,10,19.7,30435,13733
"San Luis Obispo",CA,4.3,13.1,18.3,7427,6141
"San Mateo",CA,4.1,7.1,12.4,30483,14256
"Santa Barbara",CA,4.3,10,20.4,17115,8732
"Santa Clara",CA,4,7.6,11.2,81257,26130
"Santa Cruz",CA,4,13,15.7,10669,5098
Shasta,CA,6.7,19.5,31,5969,5509
Sierra,CA,,-1111.1,44.2,280,365
Siskiyou,CA,2.7,17.3,28.4,2191,2528
Solano,CA,5.6,9.4,15.1,17454,7904
Sonoma,CA,4.4,9.4,16,17232,11708
Stanislaus,CA,7.5,10.6,27.8,23545,11061
Sutter,CA,3.6,13,21,6121,3480
Tehama,CA,6.4,16,24,3428,3110
Trinity,CA,8.1,20.8,37.4,1109,1436
Tulare,CA,6.1,8.8,23,22337,8117
Tuolumne,CA,5.4,16.9,26.4,2218,2961
Ventura,CA,5.5,9.1,17,34961,14611
Yolo,CA,5.2,8.9,22.8,7136,3512
Yuba,CA,7.5,18.2,28.8,5446,2706
Adams,CO,6.6,18.5,26.4,19783,6700
Alamosa,CO,11.5,20.5,33.2,2312,1164
Arapahoe,CO,5,16.5,24.8,23114,8722
Archuleta,CO,6.5,24.4,30.3,977,497
Baca,CO,,-1111.1,37.5,415,636
Bent,CO,11.5,-1111.1,34.4,674,686
Boulder,CO,4.9,14.3,34.2,11271,4334
Broomfield,CO,,-2222.2,-2222.2,-2222.2,-2222.2
Chaffee,CO,3.3,23.9,27.1,1348,1421
Cheyenne,CO,,-1111.1,-1111.1,245,224
"Clear Creek",CO,7.9,21.6,20.6,1008,427
Conejos,CO,8.1,19.9,29.3,1231,749
Costilla,CO,14.8,35.5,45.9,452,391
Crowley,CO,,-1111.1,-1111.1,453,444
Custer,CO,,-1111.1,-1111.1,323,187
Delta,CO,6.9,27.8,28.2,1595,1640
Denver,CO,6.7,14.2,37.7,34354,13530
Dolores,CO,,-1111.1,-1111.1,197,177
Douglas,CO,4.2,10.4,18.6,11590,1576
Eagle,CO,3.9,16.4,26.9,3879,375
Elbert,CO,3.7,17.8,27.5,2086,749
"El Paso",CO,6.5,17.4,20.5,25590,9662
Fremont,CO,8.8,21.6,29.7,2159,2460
Garfield,CO,6.5,18,31.4,4022,1368
Gilpin,CO,,33.8,31.2,486,179
Grand,CO,1.6,14.2,32.9,1376,510
Gunnison,CO,8.3,16.4,37.9,1429,580
Hinsdale,CO,,-1111.1,-1111.1,69,30
Huerfano,CO,6.4,17.6,29.8,680,932
Jackson,CO,,-1111.1,-1111.1,152,116
Jefferson,CO,5.5,16.1,20,19626,10089
Kiowa,CO,,-1111.1,-1111.1,161,182
"Kit Carson",CO,9.1,19.9,31.1,854,732
Lake,CO,11.7,20.3,46.1,1208,376
"La Plata",CO,4.4,19.9,26.7,2283,1233
Larimer,CO,5.6,15.4,18.7,10023,4640
"Las Animas",CO,3.4,20.2,27.7,1677,1794
Lincoln,CO,1.9,15.8,25.8,574,593
Logan,CO,7,12.3,16.1,2536,1875
Mesa,CO,6.6,19.8,20.6,4709,3598
Mineral,CO,,-1111.1,-1111.1,56,56
Moffat,CO,5.7,25.5,31.1,1701,884
Montezuma,CO,6.7,21.6,38.2,3176,2225
Montrose,CO,4.4,18.8,27.4,2276,1620
Morgan,CO,7.5,16.9,24.9,2393,1233
Otero,CO,6.2,17.4,26.6,2904,2394
Ouray,CO,,-1111.1,-1111.1,307,190
Park,CO,5.8,16.5,12.3,1522,524
Phillips,CO,11,-1111.1,15.9,597,540
Pitkin,CO,2.9,18.4,33.9,1514,352
Prowers,CO,7.7,12.3,22.2,2291,1273
Pueblo,CO,7.6,21.2,27.6,6076,4442
"Rio Blanco",CO,8.1,20,26.4,680,459
"Rio Grande",CO,4.7,18.9,22.3,1644,1209
Routt,CO,5.5,14.5,26.7,1999,654
Saguache,CO,3.8,-1111.1,31.4,875,408
"San Juan",CO,,-1111.1,-1111.1,58,34
"San Miguel",CO,0,-1111.1,-1111.1,663,137
Sedgwick,CO,,-1111.1,29.6,308,416
Summit,CO,5.6,8.7,29.4,2726,357
Teller,CO,5.7,22.6,23.9,2124,838
Washington,CO,,-1111.1,27.9,533,552
Weld,CO,7.3,12.3,19.6,10549,3637
Yuma,CO,8.8,13.4,15.6,1237,1044
Fairfield,CT,5.3,6.3,19,36336,21011
Hartford,CT,6.3,7.6,23.1,31212,23682
Litchfield,CT,4.3,10.1,20.7,5753,5035
Middlesex,CT,4.6,7.4,19.7,5412,4058
"New Haven",CT,6.8,7.6,22.5,30738,23078
"New London",CT,6.7,10.8,21.6,9768,6873
Tolland,CT,4.8,6.5,17,4349,2682
Windham,CT,5.3,10.4,25.3,3954,3157
Kent,DE,11,11,18.5,5835,3342
"New Castle",DE,9.4,11.1,20.7,21109,12346
Sussex,DE,8.5,11.2,21.5,6224,5355
Washington,DC,10.9,6,28.4,22742,17375
Alachua,FL,11,16.3,24.8,7354,4724
Baker,FL,8.9,11.9,16.8,3298,1767
Bay,FL,12.6,15.4,37.6,5960,4363
Bradford,FL,10.4,13.4,19,3089,2622
Brevard,FL,6.5,17.5,27.7,14613,16256
Broward,FL,6.5,13.3,20.6,67007,48248
Calhoun,FL,9.8,13.1,32.5,1460,1389
Charlotte,FL,7.1,18.7,17.1,3079,6574
Citrus,FL,6.2,18.7,29.6,2587,6345
Clay,FL,7.6,16.6,23.2,5904,3518
Collier,FL,5.5,11.7,28.8,10814,7318
Columbia,FL,10.9,12.6,28.6,3868,3210
DeSoto,FL,7.7,9,18.1,2202,1504
Dixie,FL,11,21.3,31.7,1581,1475
Duval,FL,10.3,14.5,27.3,36661,20511
Escambia,FL,11.4,12.5,27.9,11766,8692
Flagler,FL,7.1,12.1,12.9,2240,3281
Franklin,FL,19.6,12.2,39.9,1074,1249
Gadsden,FL,15.6,9.6,26,3531,2273
Gilchrist,FL,10,19.7,20.6,1658,1391
Glades,FL,4.2,15.6,33.8,805,1009
Gulf,FL,13.6,14.3,26.3,1307,1534
Hamilton,FL,8.8,14.1,20.8,1615,1235
Hardee,FL,5.3,10.5,18.6,4521,2056
Hendry,FL,6.7,10.7,28.2,3280,1366
Hernando,FL,6.5,21.3,30.2,3708,6709
Highlands,FL,9.8,15,20.4,4367,6483
Hillsborough,FL,8.7,12.6,27.3,45253,26268
Holmes,FL,6.8,12,35.7,2126,2204
"Indian River",FL,6.7,11.2,27.1,5541,7771
Jackson,FL,5.5,11.6,19.4,2718,2595
Jefferson,FL,10.9,9.8,23,1513,1441
Lafayette,FL,6.9,-1111.1,20.9,786,570
Lake,FL,6.4,15.5,21.4,7936,9180
Lee,FL,6.5,14.3,33.5,16382,16162
Leon,FL,11,10.7,25.7,9002,4664
Levy,FL,7,22.3,32.8,1998,2194
Liberty,FL,8.3,-1111.1,29.7,786,548
Madison,FL,10.8,10.3,25.2,2157,1943
Manatee,FL,7.2,14.5,24.9,9920,10038
Marion,FL,9,17.1,26.3,8844,10938
Martin,FL,8.6,15.5,31.9,3594,4937
Miami-Dade,FL,5.9,9.1,16.1,97091,55624
Monroe,FL,5.1,17.7,42.4,3752,3584
Nassau,FL,8.3,12.9,21.3,3608,2686
Okaloosa,FL,9.1,14.1,33.8,7385,4235
Okeechobee,FL,6,18.6,25.9,2645,1870
Orange,FL,7.5,9.9,17,43304,19432
Osceola,FL,6.5,14.6,17,8747,4251
"Palm Beach",FL,7.4,12.5,28.1,42293,40726
Pasco,FL,6.6,18.7,29.3,11773,16150
Pinellas,FL,7.6,16.3,26.9,27592,37641
Polk,FL,8.4,13,20,20747,15831
Putnam,FL,9.8,16.7,18.7,4581,4478
"St. Johns",FL,6.5,13.2,16.8,4160,3529
"St. Lucie",FL,5.7,14,27.5,6964,7078
"Santa Rosa",FL,5.8,15,28.7,4665,2812
Sarasota,FL,5.1,17.1,26.9,8618,14238
Seminole,FL,5.5,13,18.5,13633,8050
Sumter,FL,11,12.7,14.5,2271,3368
Suwannee,FL,12.4,18,24.8,2332,2237
Taylor,FL,8.1,18.4,32.2,2326,2099
Union,FL,7.1,17,18.4,1377,1603
Volusia,FL,5.7,17.2,23.8,14006,17854
Wakulla,FL,9.9,11.2,23.8,2519,1705
Walton,FL,5.5,17.1,36.7,2361,2181
Washington,FL,10.1,14.6,23.4,2292,2272
Appling,GA,13.5,8.9,36.1,2538,1731
Atkinson,GA,8.7,14.8,42.2,1624,705
Bacon,GA,5.4,10.1,36,1450,1204
Baker,GA,,-1111.1,-1111.1,416,361
Baldwin,GA,14.9,12.7,24.4,2617,1972
Banks,GA,5.2,14.7,24.6,1670,1037
Barrow,GA,5.8,12.7,27.8,4299,1847
Bartow,GA,6.6,12.1,23.5,7175,3175
"Ben Hill",GA,12.2,10.1,23.8,2808,2047
Berrien,GA,9.5,17.3,26.5,2435,1670
Bibb,GA,13.3,11.7,37.2,7609,4984
Bleckley,GA,11.6,20.1,31.4,1540,1216
Brantley,GA,5.8,12.4,36.3,1198,1195
Brooks,GA,9.5,12.8,19.6,1904,1975
Bryan,GA,5.2,14.8,25.9,3754,1423
Bulloch,GA,12.7,11.9,21.1,3465,1978
Burke,GA,11.5,11.4,34,3768,2283
Butts,GA,10.4,14.3,26.8,2715,1765
Calhoun,GA,12.3,-1111.1,16,900,709
Camden,GA,7.6,11.1,16.7,3827,981
Candler,GA,13,17,36.4,1525,1196
Carroll,GA,7.4,13.7,28.2,7420,3901
Catoosa,GA,5.9,10.8,24.1,3568,2233
Charlton,GA,11.9,9.8,27.3,1314,931
Chatham,GA,10.7,10.3,22.9,10951,6806
Chattahoochee,GA,8.1,16.4,26.5,2367,347
Chattooga,GA,11.1,11,21,3258,2762
Cherokee,GA,4.6,12.1,23.9,8121,2518
Clarke,GA,9.4,9.2,21.5,6806,3222
Clay,GA,7.1,-1111.1,-1111.1,601,497
Clayton,GA,10.2,11.5,26.1,13391,4067
Clinch,GA,10.7,-1111.1,48.5,1167,756
Cobb,GA,6.4,9.2,29.6,31600,9967
Coffee,GA,14.6,8,24.3,3212,1654
Colquitt,GA,12.7,12,29.6,3384,2241
Columbia,GA,5.9,11,18.5,6271,2689
Cook,GA,8.6,13,23.7,2349,1659
Coweta,GA,6.7,10.2,29.8,7499,3247
Crawford,GA,11.2,16.3,24.7,1310,896
Crisp,GA,14.8,11.5,31.3,3486,2486
Dade,GA,5.3,11.1,27.5,1888,1286
Dawson,GA,6.9,7.3,17,2347,976
Decatur,GA,10.8,9.4,25.7,2126,1527
DeKalb,GA,9.2,9.7,21.8,32375,11887
Dodge,GA,8.2,12,29.1,2405,2159
Dooly,GA,9.4,13.5,30.8,1766,1193
Dougherty,GA,9.7,10,16.2,7864,4352
Douglas,GA,5.8,14,24.7,7237,3181
Early,GA,11.9,10.7,27.8,1864,1477
Echols,GA,,-1111.1,-1111.1,193,211
Effingham,GA,8.9,14.2,20,2709,1331
Elbert,GA,6.7,13.4,29.5,2635,2334
Emanuel,GA,13,16,31.5,3242,2524
Evans,GA,10,14.6,18.7,1641,1115
Fannin,GA,10.8,17.9,30.2,2246,2278
Fayette,GA,4.6,8.3,19.1,4595,2759
Floyd,GA,8.1,13.9,29.8,6665,4948
Forsyth,GA,5.2,14.1,13.9,9882,2858
Franklin,GA,6.7,18.4,26.7,2616,2266
Fulton,GA,8.7,8.7,26.9,40860,18471
Gilmer,GA,7.9,17.5,27.6,3130,1974
Glascock,GA,,-1111.1,31.9,320,338
Glynn,GA,9.7,10.5,27.4,4849,3555
Gordon,GA,9.4,14.1,32.3,3932,1945
Grady,GA,12.8,14.9,29.6,3344,2482
Greene,GA,12.2,10.4,25.3,1986,1551
Gwinnett,GA,6.5,9.6,21.8,34815,8012
Habersham,GA,7.6,13.2,23.7,2761,1713
Hall,GA,8.2,13.7,23.9,8676,3176
Hancock,GA,13.1,-1111.1,32.4,1281,1074
Haralson,GA,6.3,19.4,34.4,3448,2675
Harris,GA,9.5,18.7,17.8,2787,1934
Hart,GA,8.9,13.8,19.4,2472,2518
Heard,GA,19.5,15.2,30,1356,978
Henry,GA,7.5,14.7,20.9,11222,3854
Houston,GA,10.3,9.2,21,5027,2524
Irwin,GA,8.7,11.3,22.9,1155,1123
Jackson,GA,8.6,13.8,25.9,3717,1977
Jasper,GA,11.9,15.3,22.9,1306,1024
"Jeff Davis",GA,11.3,13.8,26.4,2115,1355
Jefferson,GA,11.7,12.4,22.7,2765,2100
Jenkins,GA,6.3,-1111.1,40.5,1244,985
Johnson,GA,7,-1111.1,21.1,1278,999
Jones,GA,9.3,14.3,24.7,2598,1765
Lamar,GA,7.4,12.7,24.5,1957,1536
Lanier,GA,10.6,-1111.1,-1111.1,843,655
Laurens,GA,8.7,10.6,30.5,3332,2351
Lee,GA,6.4,11.4,15.4,2852,1105
Liberty,GA,10.7,12.3,28.8,7131,1355
Lincoln,GA,7.8,-1111.1,32.2,851,916
Long,GA,9,-1111.1,23.4,1579,553
Lowndes,GA,13.4,11.8,17.5,7606,3566
Lumpkin,GA,5.4,19.6,22.5,2406,1544
McDuffie,GA,13.2,9.1,24.7,3189,2310
McIntosh,GA,9.9,14.4,22.5,1478,1026
Macon,GA,13.1,11.2,22.9,2040,1569
Madison,GA,5.4,12,33.7,3461,2196
Marion,GA,18.8,-1111.1,23.4,995,714
Meriwether,GA,8.8,10.7,27.1,3064,2536
Miller,GA,10.8,-1111.1,22,832,768
Mitchell,GA,12.8,12.5,37.2,3354,2366
Monroe,GA,11.3,15,27.3,2597,1929
Montgomery,GA,7.8,-1111.1,32.6,1131,703
Morgan,GA,6.5,12.1,25.1,2048,1415
Murray,GA,5.1,10,28.4,2733,1266
Muscogee,GA,15.8,11.4,21.4,8901,5470
Newton,GA,6.6,12.1,26.5,6093,2583
Oconee,GA,8,8.5,10.7,2904,1500
Oglethorpe,GA,4.1,12.3,20.2,1345,1083
Paulding,GA,4.2,11.9,25.2,7693,2211
Peach,GA,11.2,13,25.5,3726,2011
Pickens,GA,7.4,13.4,28.2,2809,1969
Pierce,GA,6.3,12.2,29.1,2264,1586
Pike,GA,4.3,12.5,20.7,1765,1163
Polk,GA,7.1,17.4,28.2,3393,2178
Pulaski,GA,5.4,11.4,37.9,1223,1090
Putnam,GA,12,14.6,27.5,2273,1661
Quitman,GA,,-1111.1,42.5,337,311
Rabun,GA,5.8,10.4,30.6,1713,1641
Randolph,GA,18.7,-1111.1,42.4,1124,1115
Richmond,GA,10.7,12,22.9,9606,5831
Rockdale,GA,3.2,10.3,24.8,5044,2540
Schley,GA,9.7,-1111.1,47.9,567,391
Screven,GA,13.2,12.4,21.1,1998,1706
Seminole,GA,10.9,-1111.1,33.6,1308,1068
Spalding,GA,12.3,15.5,23.4,4479,3067
Stephens,GA,4.6,14.7,27.7,1746,1570
Stewart,GA,15.9,-1111.1,19.6,651,724
Sumter,GA,8.5,8.1,27.4,2602,1747
Talbot,GA,10.8,-1111.1,33,802,843
Taliaferro,GA,,-1111.1,-1111.1,224,265
Tattnall,GA,8.5,17.5,21.6,3183,2123
Taylor,GA,11.8,15.4,19.6,1237,1007
Telfair,GA,7.9,14.7,32.8,1576,1614
Terrell,GA,16,9.7,16.5,1751,1277
Thomas,GA,8.5,12,24.3,3172,2419
Tift,GA,8.9,12,20.9,3130,1750
Toombs,GA,6.9,10.2,21.9,2173,1431
Towns,GA,3.9,16.7,20.8,817,1136
Treutlen,GA,8.6,-1111.1,20.8,898,760
Troup,GA,9.1,13.2,20,4704,3279
Turner,GA,12.8,-1111.1,18.1,1492,1082
Twiggs,GA,11.6,18.4,20.8,1258,1053
Union,GA,9.5,12.5,22.1,1603,1983
Upson,GA,5.2,19.1,24.1,1718,1808
Walker,GA,10,10.3,25.6,3986,3500
Walton,GA,6.2,10.8,21.2,5194,2455
Ware,GA,7.4,15,27.9,2444,2131
Warren,GA,14.8,-1111.1,24.1,826,818
Washington,GA,11,12.2,22.9,2636,2163
Wayne,GA,10.8,11.7,29.6,1847,1288
Webster,GA,,-1111.1,-1111.1,267,260
Wheeler,GA,3.2,-1111.1,38.3,690,588
White,GA,9.7,18.1,19.5,2420,1743
Whitfield,GA,6.7,12.2,25.1,8918,3541
Wilcox,GA,13.6,-1111.1,18.9,1134,896
Wilkes,GA,11,12,34,1308,1396
Wilkinson,GA,12.6,20.4,28.9,1599,1061
Worth,GA,6.4,11.2,25.7,2771,1952
